,Tweets,Happiness,Anger,Fear,Sadness,Disgust,Sentiment
1215,high recruited,0.2,0.2,0.2,0.2,0.2,Neutral
1216,emotional became,0.2,0.2,0.2,0.2,0.2,Neutral
1217,harvard outside came together consider opioid,0.2,0.2,0.2,0.2,0.2,Neutral
1218,nearly admitted matriculate,0.2,0.2,0.2,0.2,0.2,Neutral
1219,spoke w sees changing,0.2,0.2,0.2,0.2,0.2,Neutral
1220,remapped india aligns political ef,0.2,0.2,0.2,0.2,0.2,Neutral
1221,past womens squash racked straight national ivy,0.2,0.2,0.2,0.2,0.2,Neutral
1222,studentrun medic training lifesaving,0.2,0.2,0.2,0.2,0.2,Neutral
1223,harvard allston annual love,0.2,0.2,0.2,0.2,0.2,Neutral
1224,often degrees pressing ongoing,0.2,0.2,0.2,0.2,0.2,Neutral
1225,great first,0.2,0.2,0.2,0.2,0.2,Neutral
1226,musician nima celebrates new degree middle,0.2,0.2,0.2,0.2,0.2,Neutral
1227,commencement find,0.2,0.2,0.2,0.2,0.2,Neutral
1228,first black first graduating ending marked,0.010703,0.021406,0.022812,0.023750,0.016250,Sadness
1229,focused opioid epidemic cosponsored,0.2,0.2,0.2,0.2,0.2,Neutral
1230,studying exams good,0.004316,0.001143,0.001182,0.001113,0.001104,Happiness
1231,named harvard paola arlotta,0.000010,0.000006,0.000005,0.000005,0.000005,Happiness
1232,identified ordinary dietary increase breast becoming,1.500000,0.590000,0.670000,0.655000,0.675000,Happiness
1233,era wondered flightless kiwis oth,1.610000,0.605000,0.800000,0.690000,0.595000,Happiness
1234,ems take first aid prehospital,0.2,0.2,0.2,0.2,0.2,Neutral
1235,performed,0.2,0.2,0.2,0.2,0.2,Neutral
1236,expressed learn,0.000007,0.000003,0.000003,0.000003,0.000002,Happiness
1237,help split lunch is making pettynew,0.2,0.2,0.2,0.2,0.2,Neutral
1238,transformative library become centralized gathering,0.2,0.2,0.2,0.2,0.2,Neutral
1239,learning work,0.000003,0.000002,0.000002,0.000001,0.000001,Happiness
1240,finalist nieman fellow denisemarie,0.2,0.2,0.2,0.2,0.2,Neutral
1241,graduating i serve advocate social public helped,0.000028,0.000009,0.000013,0.000010,0.000008,Happiness
1242,happy,0.000571,0.000132,0.000135,0.000143,0.000134,Happiness
1243,douglas showed first converted functional,0.2,0.2,0.2,0.2,0.2,Neutral
1244,more half entering applied financial qualified lowincome,0.2,0.2,0.2,0.2,0.2,Neutral
1245,currently animal see,0.2,0.2,0.2,0.2,0.2,Neutral
1246,showed first single raising earned,0.2,0.2,0.2,0.2,0.2,Neutral
1247,perfect,0.2,0.2,0.2,0.2,0.2,Neutral
1248,new adds growing immune altered gut contribute,0.2,0.2,0.2,0.2,0.2,Neutral
1249,financial continued open low middleincome,0.2,0.2,0.2,0.2,0.2,Neutral
1250,teaching stop epidemic else going,0.2,0.2,0.2,0.2,0.2,Neutral
1251,umugwaneza nkurunziza umunyana spoke,0.2,0.2,0.2,0.2,0.2,Neutral
1252,small led generated valuable,0.2,0.2,0.2,0.2,0.2,Neutral
1253,tumultuous first harvard following found,0.2,0.2,0.2,0.2,0.2,Neutral
1254,working first really influenced want set,0.2,0.2,0.2,0.2,0.2,Neutral
1255,see incoming get sneak peek innovative,0.2,0.2,0.2,0.2,0.2,Neutral
1256,ems studentrun medical provides medical,0.2,0.2,0.2,0.2,0.2,Neutral
1257,arts festival came together participate,0.107188,0.054375,0.049063,0.058750,0.051250,Happiness
1258,launching new engages faculty recent amp behi,0.2,0.2,0.2,0.2,0.2,Neutral
1259,met harvard bacow discussed higher,0.2,0.2,0.2,0.2,0.2,Neutral
1260,new suggests flightlessness kiwis evolved many,0.2,0.2,0.2,0.2,0.2,Neutral
1261,geneediting profiling,0.2,0.2,0.2,0.2,0.2,Neutral
1262,kasseem dean strongly sharing,0.2,0.2,0.2,0.2,0.2,Neutral
1263,led harvard improved laboratory converting,0.2,0.2,0.2,0.2,0.2,Neutral
1264,offers unique named,0.000005,0.000003,0.000003,0.000003,0.000002,Happiness
1265,ten harvard elected national nas,0.2,0.2,0.2,0.2,0.2,Neutral
1266,popular diabetes,0.2,0.2,0.2,0.2,0.2,Neutral
1267,fish beansmay,0.080000,0.035625,0.042188,0.041250,0.050313,Happiness
1268,ethnic genesis santos wrote,0.2,0.2,0.2,0.2,0.2,Neutral
1269,find really like cold stressed tired hungry,0.627667,1.089667,0.965667,1.084000,0.795667,Anger
1270,new warns popular contain associated,0.2,0.2,0.2,0.2,0.2,Neutral
1271,harvardtrained architect discusses notredame cathedral,0.2,0.2,0.2,0.2,0.2,Neutral
1272,lost last going lose oneonone ipad,0.167500,0.303750,0.433750,0.362500,0.207500,Fear
1273,creamed prompt common transformed barnyard,0.2,0.2,0.2,0.2,0.2,Neutral
1274,traditional,0.2,0.2,0.2,0.2,0.2,Neutral
1275,lit helping powerful tool better serve,1.032500,0.566250,0.731250,0.471250,0.481250,Happiness
1276,chosen receive personalized mentoring,0.408750,0.280000,0.280000,0.281250,0.248750,Happiness
1277,navy make human,0.2,0.2,0.2,0.2,0.2,Neutral
1278,yanomami davi kopenawa climate forest,0.2,0.2,0.2,0.2,0.2,Neutral
1279,former chief william likable,0.2,0.2,0.2,0.2,0.2,Neutral
1280,harvard tufts got firsthand humanitarian,0.2,0.2,0.2,0.2,0.2,Neutral
1281,cared damaged contaminated scarcely abl,0.2,0.2,0.2,0.2,0.2,Neutral
1282,degree international clean,0.2,0.2,0.2,0.2,0.2,Neutral
1283,accurately predict first secondline tenth,0.2,0.2,0.2,0.2,0.2,Neutral
1284,longtime told american come long,0.2,0.2,0.2,0.2,0.2,Neutral
1285,work british,0.2,0.2,0.2,0.2,0.2,Neutral
1286,gramhal created helps india,0.2,0.2,0.2,0.2,0.2,Neutral
1287,study live set new called,0.2,0.2,0.2,0.2,0.2,Neutral
1288,named dean forest,0.000002,0.000001,0.000001,0.000001,0.000001,Happiness
1289,greatest challenges treating top infectious according,0.251875,0.068125,0.069375,0.069375,0.065625,Happiness
1290,mobile cyberbullying raises standard,0.2,0.2,0.2,0.2,0.2,Neutral
1291,ramirez harvard learned shared common academic,0.000002,0.000001,0.000001,0.000001,0.000001,Happiness
1292,stop familyfriendly rock tunesno required,0.915000,0.760000,0.790000,0.720000,0.675000,Happiness
1293,senior grew dorchester communitys,0.2,0.2,0.2,0.2,0.2,Neutral
1294,identified first chemical able regulate ultimate,0.2,0.2,0.2,0.2,0.2,Neutral
1295,seeing increasingly living either much richer,0.2,0.2,0.2,0.2,0.2,Neutral
1296,new joscha legewie educational social aggressive,0.437507,0.807502,0.682503,0.472502,0.487502,Anger
1297,weekends first festival creative,0.2,0.2,0.2,0.2,0.2,Neutral
1298,rebuild french harvardtrained architect discusses,0.2,0.2,0.2,0.2,0.2,Neutral
1299,alumna welcomed back campus medal,0.2,0.2,0.2,0.2,0.2,Neutral
1300,nieman talented begin study,0.497500,0.147500,0.168750,0.153750,0.140000,Happiness
1301,do check free harvard,0.004258,0.001123,0.001299,0.001123,0.001064,Happiness
1302,skill came together smith,0.2,0.2,0.2,0.2,0.2,Neutral
1303,possibly largest tuba,0.2,0.2,0.2,0.2,0.2,Neutral
1304,jointdegree kennedyschool visited west,0.2,0.2,0.2,0.2,0.2,Neutral
1305,mean healthy is worth drinking taking gutbrain c,0.2,0.2,0.2,0.2,0.2,Neutral
1306,launched art establishing color,0.135234,0.055469,0.056641,0.059687,0.051250,Happiness
1307,former nobel graduating,0.2,0.2,0.2,0.2,0.2,Neutral
1308,new uses artificial visual see,0.2,0.2,0.2,0.2,0.2,Neutral
1309,helps far,0.2,0.2,0.2,0.2,0.2,Neutral
1310,first visual eve,0.2,0.2,0.2,0.2,0.2,Neutral
1311,helped built listening adapt,0.2,0.2,0.2,0.2,0.2,Neutral
1312,harvard working biomedical designed quickly ac,0.2,0.2,0.2,0.2,0.2,Neutral
1313,associate studying aggressive policing educational,0.437500,0.807500,0.682500,0.472500,0.487500,Anger
1314,joins,0.2,0.2,0.2,0.2,0.2,Neutral
1315,move amp amp clinical improve,0.015469,0.005039,0.005742,0.004883,0.004141,Happiness
1316,new covered graduate prepared next,0.265000,0.070625,0.135625,0.112500,0.069375,Happiness
1317,embedded,0.2,0.2,0.2,0.2,0.2,Neutral
1318,joins,0.2,0.2,0.2,0.2,0.2,Neutral
1319,critical encourages think traditional written,0.2,0.2,0.2,0.2,0.2,Neutral
1320,ongoing ensure accessibility digital disabi,0.2,0.2,0.2,0.2,0.2,Neutral
1321,former speaker,0.2,0.2,0.2,0.2,0.2,Neutral
1322,skill came together smith,0.2,0.2,0.2,0.2,0.2,Neutral
1323,young lee visual,0.001816,0.000825,0.000913,0.000859,0.000645,Happiness
1324,used baked processed pose increased,0.807500,0.300000,0.307500,0.285000,0.272500,Happiness
1325,new warns many popular loaded associated,0.2,0.2,0.2,0.2,0.2,Neutral
1326,artmaking were excited first,0.2,0.2,0.2,0.2,0.2,Neutral
1327,free explores united pushed fought new,0.061064,0.040281,0.039075,0.039968,0.037141,Happiness
1328,joins,0.2,0.2,0.2,0.2,0.2,Neutral
1329,social often seem move longtime harvard told,0.000007,0.000002,0.000003,0.000002,0.000002,Happiness
1330,twoday included musical videos,0.133125,0.050937,0.041250,0.055938,0.038125,Happiness
1331,away,0.2,0.2,0.2,0.2,0.2,Neutral
1332,finish paintingwith checking,0.2,0.2,0.2,0.2,0.2,Neutral
1333,named,0.000001,0.000001,0.000001,0.000001,0.000001,Happiness
1334,contribute creating,0.2,0.2,0.2,0.2,0.2,Neutral
1335,smith bring cleaner,0.2,0.2,0.2,0.2,0.2,Neutral
1336,seattle high learned,0.000001,0.000000,0.000000,0.000000,0.000000,Happiness
1337,includes highly anticipated,0.2,0.2,0.2,0.2,0.2,Neutral
1338,new firstyear encourages engage public,0.2,0.2,0.2,0.2,0.2,Neutral
1339,featuring evocative chloe dewe caspian,0.2,0.2,0.2,0.2,0.2,Neutral
1340,running team great participating bionic sunday runne,0.2,0.2,0.2,0.2,0.2,Neutral
1341,named dean forest,0.000001,0.000000,0.000000,0.000000,0.000000,Happiness
1342,bloom,0.2,0.2,0.2,0.2,0.2,Neutral
1343,popular sold contaminated bacterial according new,0.2,0.2,0.2,0.2,0.2,Neutral
1344,previously worked british first,0.2,0.2,0.2,0.2,0.2,Neutral
1345,catch shuttlewith checking,0.2,0.2,0.2,0.2,0.2,Neutral
1346,senior santos wrote dominican featured dominican,0.2,0.2,0.2,0.2,0.2,Neutral
1347,long reflects first,0.2,0.2,0.2,0.2,0.2,Neutral
1348,doctoral studied golden european humanaltered ev,1.370000,0.875000,1.365000,0.880000,0.705000,Happiness
1349,seattle high visited,0.2,0.2,0.2,0.2,0.2,Neutral
1350,hallwith checking,0.2,0.2,0.2,0.2,0.2,Neutral
1351,worked british starting first,0.2,0.2,0.2,0.2,0.2,Neutral
1352,smith meticulous longtime,0.2,0.2,0.2,0.2,0.2,Neutral
1353,harvard,0.2,0.2,0.2,0.2,0.2,Neutral
1354,microbial associated including reduced,0.2,0.2,0.2,0.2,0.2,Neutral
1355,commencement santos ethnic,0.2,0.2,0.2,0.2,0.2,Neutral
1356,widely used used baked processed pose increased,0.403750,0.150000,0.153750,0.142500,0.136250,Happiness
1357,recording volare transmitted wirelessly first,0.2,0.2,0.2,0.2,0.2,Neutral
1358,shorenstein fellow head working royal complicated,0.2,0.2,0.2,0.2,0.2,Neutral
1359,doctoral nathan ranc working european document surprising,0.685000,0.437500,0.682500,0.440000,0.352500,Happiness
1360,public including,0.2,0.2,0.2,0.2,0.2,Neutral
1361,bleed grown wrong old fashioned phd,0.2,0.2,0.2,0.2,0.2,Neutral
1362,grows organic donated faith,0.2,0.2,0.2,0.2,0.2,Neutral
1363,natural historywith chec,0.202500,0.086250,0.092500,0.088125,0.083750,Happiness
1364,examined popular found contain microbial associat,0.2,0.2,0.2,0.2,0.2,Neutral
1365,green newly remodeled bring well cleaner,0.782500,0.275000,0.267500,0.292500,0.285000,Happiness
1366,solar nearly solar powering,0.865000,0.427500,0.595000,0.350000,0.367500,Happiness
1367,progress frederick addressed lasting,1.810000,0.560000,0.705000,0.560000,0.530000,Happiness
1368,sustainabilitythemed escape solve ave,0.2,0.2,0.2,0.2,0.2,Neutral
1369,public including,0.2,0.2,0.2,0.2,0.2,Neutral
1370,latest fundamental,0.2,0.2,0.2,0.2,0.2,Neutral
1371,checking,0.2,0.2,0.2,0.2,0.2,Neutral
1372,widely used helps prevent mold forming pose increased,0.565000,0.835000,0.785000,0.665000,1.750000,Disgust
1373,universe big new,0.2,0.2,0.2,0.2,0.2,Neutral
1374,say move negative economically competitive,0.2,0.2,0.2,0.2,0.2,Neutral
1375,high seattle got crash higher touring sitting,0.595000,1.410000,1.820000,1.690000,1.085000,Fear
1376,grows organic donated twice,0.2,0.2,0.2,0.2,0.2,Neutral
1377,twoday explores nexus,0.2,0.2,0.2,0.2,0.2,Neutral
1378,thought clear higher crucial,0.352500,0.240000,0.246250,0.248750,0.215000,Happiness
1379,imagine tackle rising save quintessential new,0.922578,0.304609,0.401562,0.325391,0.295547,Happiness
1380,work ensure colonialera king,0.682500,0.352500,0.410000,0.300000,0.302500,Happiness
1381,aged poised greater presidential according new,0.2,0.2,0.2,0.2,0.2,Neutral
1382,begins thursday harvard,0.2,0.2,0.2,0.2,0.2,Neutral
1383,interested learning new free,0.132855,0.059260,0.062192,0.058010,0.054255,Happiness
1384,announced teresita,0.2,0.2,0.2,0.2,0.2,Neutral
1385,apr brings including past guest ava well,0.2,0.2,0.2,0.2,0.2,Neutral
1386,ago polluted caught deemed clean enough,0.2,0.2,0.2,0.2,0.2,Neutral
1387,seventh dramatic william owned english romantic,2.140000,0.640000,0.830000,0.755000,0.605000,Happiness
1388,new created deep learning artificial fusi,0.000000,0.000000,0.000000,0.000000,0.000000,Happiness
1389,chetty lamont named,0.000000,0.000000,0.000000,0.000000,0.000000,Happiness
1390,lewis,0.2,0.2,0.2,0.2,0.2,Neutral
1391,newly released looks political old,0.2,0.2,0.2,0.2,0.2,Neutral
1392,rare suppressed adventures wonderland lewis,0.2,0.2,0.2,0.2,0.2,Neutral
1393,grew turlock california immigrant,0.2,0.2,0.2,0.2,0.2,Neutral
1394,ago took visiting,0.2,0.2,0.2,0.2,0.2,Neutral
1395,new increase healthy also decreasing,0.2,0.2,0.2,0.2,0.2,Neutral
1396,eat sustainable,0.234375,0.105000,0.106875,0.109375,0.107500,Happiness
1397,not china negative economically competitive,0.2,0.2,0.2,0.2,0.2,Neutral
1398,just released new examining political young ag,0.000908,0.000413,0.000457,0.000430,0.000322,Happiness
1399,former reflects cuyahoga hope,2.035000,0.550000,0.660000,0.675000,0.550000,Happiness
1400,happy mark anniversary taking environmental taken,0.000286,0.000066,0.000068,0.000071,0.000067,Happiness
1401,happy produce decellularized,0.000143,0.000033,0.000034,0.000036,0.000034,Happiness
1402,consider save provincetown rising sacrificing architectural,0.027578,0.009609,0.011562,0.010391,0.008047,Happiness
1403,harvard noah golowich alex atanasov selected hertz,0.2,0.2,0.2,0.2,0.2,Neutral
1404,yoga harvard ed portal local yoga,0.2,0.2,0.2,0.2,0.2,Neutral
1405,new universe looked big,0.2,0.2,0.2,0.2,0.2,Neutral
1406,raise successful new,1.070000,0.285000,0.407500,0.305000,0.275000,Happiness
1407,whrb interviewed ban gates dukakis,0.2,0.2,0.2,0.2,0.2,Neutral
1408,found genetic begins appear early often clearly,0.2,0.2,0.2,0.2,0.2,Neutral
1409,completing first english african african american,0.2,0.2,0.2,0.2,0.2,Neutral
1410,graduates hopes start entrepreneurial ghanaian,1.017500,0.275000,0.330000,0.337500,0.275000,Happiness
1411,showed exhibited notably higher healthy,0.2,0.2,0.2,0.2,0.2,Neutral
1412,new allows see almost real,0.2,0.2,0.2,0.2,0.2,Neutral
1413,alex whiting takes,0.080000,0.035625,0.035625,0.039375,0.035937,Happiness
1414,came big,0.2,0.2,0.2,0.2,0.2,Neutral
1415,nikhita languages literatures cultural,0.2,0.2,0.2,0.2,0.2,Neutral
1416,choose whrb senior spoken,0.2,0.2,0.2,0.2,0.2,Neutral
1417,named,0.000000,0.000000,0.000000,0.000000,0.000000,Happiness
1418,captivated popular,0.2,0.2,0.2,0.2,0.2,Neutral
1419,developed polygenic quantitative inher,0.2,0.2,0.2,0.2,0.2,Neutral
1420,find come roaring excited says,0.2,0.2,0.2,0.2,0.2,Neutral
1421,public got first alex whiting,0.040000,0.017812,0.017812,0.019688,0.017969,Happiness
1422,latest explores makes,0.2,0.2,0.2,0.2,0.2,Neutral
1423,developed measuring times faster traditional,0.517500,0.445000,0.540000,0.487500,0.330000,Fear
1424,letting tell,0.2,0.2,0.2,0.2,0.2,Neutral
1425,accepted fitted white welcomed harvard medical,0.020000,0.008906,0.008906,0.009844,0.008984,Happiness
1426,bloom,0.2,0.2,0.2,0.2,0.2,Neutral
1427,developed driving designed protect,0.2,0.2,0.2,0.2,0.2,Neutral
1428,pediatrician worked photographing interviewing,0.2,0.2,0.2,0.2,0.2,Neutral
1429,physicianassisted gathered twoday organized,0.2,0.2,0.2,0.2,0.2,Neutral
1430,everywhere look psychologist k,0.2,0.2,0.2,0.2,0.2,Neutral
1431,whiting leading scholar widely respected integrating,0.831250,0.306068,0.318151,0.294557,0.251914,Happiness
1432,touted make healthier productive,0.2,0.2,0.2,0.2,0.2,Neutral
1433,twelve elected american,0.2,0.2,0.2,0.2,0.2,Neutral
1434,noah golowich alex atanasov selected hertz,0.2,0.2,0.2,0.2,0.2,Neutral
1435,launched healthy designed happy available,0.000071,0.000016,0.000017,0.000018,0.000017,Happiness
1436,discusses new unlocking raising,0.2,0.2,0.2,0.2,0.2,Neutral
1437,new initiative seeks boost healthy slashing,0.2,0.2,0.2,0.2,0.2,Neutral
1438,contributed legal,0.2,0.2,0.2,0.2,0.2,Neutral
1439,start entrepreneurial ghanaian,0.2,0.2,0.2,0.2,0.2,Neutral
1440,together harvard,0.2,0.2,0.2,0.2,0.2,Neutral
1441,many aimed fighting,0.360000,0.925000,0.772500,0.690000,0.537500,Anger
1442,konnikova makes work social affecting,0.000003,0.000001,0.000002,0.000001,0.000001,Happiness
1443,harvard studied successful reduce,0.535000,0.142500,0.203750,0.152500,0.137500,Happiness
1444,rachel lewis ab coauthored important ove,0.2,0.2,0.2,0.2,0.2,Neutral
1445,designed algorithm able previously elusive,0.2,0.2,0.2,0.2,0.2,Neutral
1446,commencement maclean native take biggest,0.2,0.2,0.2,0.2,0.2,Neutral
1447,harvard,0.2,0.2,0.2,0.2,0.2,Neutral
1448,academic provided legal,0.2,0.2,0.2,0.2,0.2,Neutral
1449,winner prize discussed,0.2,0.2,0.2,0.2,0.2,Neutral
1450,new show path better planet,0.2,0.2,0.2,0.2,0.2,Neutral
1451,firstyear harvard medical harvard dental present annual,0.253125,0.078750,0.085000,0.084375,0.070000,Happiness
1452,black yearslong,0.005352,0.010703,0.011406,0.011875,0.008125,Sadness
1453,massachusetts celebrates get know,0.2,0.2,0.2,0.2,0.2,Neutral
1454,harvard running,0.2,0.2,0.2,0.2,0.2,Neutral
1455,developed fairly efficient collecting deploying,0.2,0.2,0.2,0.2,0.2,Neutral
1456,good know recent found,0.002158,0.000571,0.000591,0.000557,0.000552,Happiness
1457,wikileaks julian afforded first,0.2,0.2,0.2,0.2,0.2,Neutral
1458,were seeing never thought see harvard discuss,4.647500,4.760000,4.753750,4.751250,4.785000,Disgust
1459,muchanticipated final harvard sort,0.2,0.2,0.2,0.2,0.2,Neutral
1460,comes love got,0.2,0.2,0.2,0.2,0.2,Neutral
1461,grade comparative decided,0.2,0.2,0.2,0.2,0.2,Neutral
1462,gray increased roughly make,0.2,0.2,0.2,0.2,0.2,Neutral
1463,older maintain healthier less likely develop physical aging new,0.2,0.2,0.2,0.2,0.2,Neutral
1464,born applied becoming,0.2,0.2,0.2,0.2,0.2,Neutral
1465,takes tremendous uses hit,0.780000,1.615000,1.390000,1.265000,1.140000,Anger
1466,telling eat eat often backfires harvard says,0.058594,0.026250,0.026719,0.027344,0.026875,Happiness
1467,beowulf literatures oldest team trying,0.2,0.2,0.2,0.2,0.2,Neutral
1468,map gut learned tremendously even,0.000000,0.000000,0.000000,0.000000,0.000000,Happiness
1469,firstever black captured global led,0.002676,0.005352,0.005703,0.005938,0.004063,Sadness
1470,local took yoga harvard ed learned ageappropriate mindfulne,0.000000,0.000000,0.000000,0.000000,0.000000,Happiness
1471,slow metastatic,0.375000,0.552500,0.422500,0.472500,0.462500,Anger
1472,past skomal tagging studying great white,0.005000,0.002227,0.002227,0.002461,0.002246,Happiness
1473,muchanticipated final thronesthemed,0.2,0.2,0.2,0.2,0.2,Neutral
1474,east studentproduced musical follows ryan chinese american working,0.066562,0.025469,0.020625,0.027969,0.019062,Happiness
1475,discuss arrest wikileaks julian,0.2,0.2,0.2,0.2,0.2,Neutral
1476,fifth awarded ranging,0.2,0.2,0.2,0.2,0.2,Neutral
1477,organized explore,0.2,0.2,0.2,0.2,0.2,Neutral
1478,boosts immune remove immunotherapies,0.2,0.2,0.2,0.2,0.2,Neutral
1479,real ages,0.2,0.2,0.2,0.2,0.2,Neutral
1480,awarded fu,0.2,0.2,0.2,0.2,0.2,Neutral
1481,richard neustadt late leading presidential say,0.2,0.2,0.2,0.2,0.2,Neutral
1482,mark th anniversary daylong,0.2,0.2,0.2,0.2,0.2,Neutral
